ID,Variant ID,Product ID,Variant Name,Product Name,Managed Variant,SKU,Stock,Choices,Media,Collections
00258bc3-87a9-476f-a95d-2a8a16580f67-00000000-0000-0001-0005-a632373f9639,00000000-0000-0001-0005-a632373f9639,00258bc3-87a9-476f-a95d-2a8a16580f67,20g,CANELA EN POLVO,TRUE,10467,"{""trackQuantity"":true,""quantity"":0,""inStock"":false}","{""Peso"":""20g""}",wix:image://v1/6138ec_1cc0f9440ae04989ab183509a57d3748~mv2.jpeg/file.jpg#originWidth=1000&originHeight=1000,"[""c5c8fd0c-e430-4d49-9fee-b8ec24ac3ce3"",""2b69dd50-781f-79d1-3a39-6e4ec06f47b7"",""feb8d643-31db-3942-946d-8900ac0476c9""]"
00258bc3-87a9-476f-a95d-2a8a16580f67-00000000-0000-0002-0005-a632373f9639,00000000-0000-0002-0005-a632373f9639,00258bc3-87a9-476f-a95d-2a8a16580f67,500g,CANELA EN POLVO,TRUE,366,"{""trackQuantity"":true,""quantity"":0,""inStock"":false}","{""Peso"":""500g""}",wix:image://v1/6138ec_1cc0f9440ae04989ab183509a57d3748~mv2.jpeg/file.jpg#originWidth=1000&originHeight=1000,"[""c5c8fd0c-e430-4d49-9fee-b8ec24ac3ce3"",""2b69dd50-781f-79d1-3a39-6e4ec06f47b7"",""feb8d643-31db-3942-946d-8900ac0476c9""]"
00689dec-4249-0e0c-0c06-22342c023da2-1b50a918-0a42-4505-89d0-f9ea3d7415f1,1b50a918-0a42-4505-89d0-f9ea3d7415f1,00689dec-4249-0e0c-0c06-22342c023da2,440g,GELATINA SABOR UVA,TRUE,101017,"{""trackQuantity"":true,""quantity"":7,""inStock"":true}","{""Peso"":""440g""}",wix:image://v1/ec5950_29286211dc6d4f81ba14b0480b632066~mv2.jpg/file.jpg#originWidth=2000&originHeight=3000,"[""c13aa2bb-f5d3-463d-93ed-d9138c9f8de9""]"
00689dec-4249-0e0c-0c06-22342c023da2-d8f5dde5-9da4-4687-918c-3226ff3f9751,d8f5dde5-9da4-4687-918c-3226ff3f9751,00689dec-4249-0e0c-0c06-22342c023da2,5kg,GELATINA SABOR UVA,TRUE,101016,"{""trackQuantity"":true,""quantity"":6,""inStock"":true}","{""Peso"":""5kg""}",wix:image://v1/ec5950_29286211dc6d4f81ba14b0480b632066~mv2.jpg/file.jpg#originWidth=2000&originHeight=3000,"[""c13aa2bb-f5d3-463d-93ed-d9138c9f8de9""]"
0286fdcc-b65c-4d35-92ab-987d6703458c-00000000-0000-0001-0005-a5db13b601db,00000000-0000-0001-0005-a5db13b601db,0286fdcc-b65c-4d35-92ab-987d6703458c,Grande,CAJA PASTILLAJE PALOMA,TRUE,1300167,"{""trackQuantity"":true,""quantity"":21,""inStock"":true}","{""Tamaño"":""Grande""}",wix:image://v1/6138ec_3de528dd389846d4a85cce01af9ae63b~mv2.jpg/file.jpg#originWidth=900&originHeight=900,"[""af011547-dcd9-4f41-889b-81e26d9f0954""]"
0286fdcc-b65c-4d35-92ab-987d6703458c-00000000-0000-0002-0005-a5db13b601db,00000000-0000-0002-0005-a5db13b601db,0286fdcc-b65c-4d35-92ab-987d6703458c,Pequeño,CAJA PASTILLAJE PALOMA,TRUE,1300168,"{""trackQuantity"":true,""quantity"":15,""inStock"":true}","{""Tamaño"":""Pequeño""}",wix:image://v1/6138ec_3de528dd389846d4a85cce01af9ae63b~mv2.jpg/file.jpg#originWidth=900&originHeight=900,"[""af011547-dcd9-4f41-889b-81e26d9f0954""]"
02a3c684-3b50-4f42-a42d-6290a9f5da8d-00000000-0000-0001-0005-a6042318cb49,00000000-0000-0001-0005-a6042318cb49,02a3c684-3b50-4f42-a42d-6290a9f5da8d,500g,CHOCOCHIPS NEGRO,TRUE,101011,"{""trackQuantity"":true,""quantity"":119,""inStock"":true}","{""Peso"":""500g""}",wix:image://v1/6138ec_bcb22b9b2b3c456094ea07edf19d02ae~mv2.jpg/file.jpg#originWidth=1000&originHeight=667,"[""45eb7623-0ab9-4c2f-bd06-fd2c42bb568d"",""feb8d643-31db-3942-946d-8900ac0476c9""]"
02a3c684-3b50-4f42-a42d-6290a9f5da8d-263981c1-aea8-4856-8da9-034b6529d77f,263981c1-aea8-4856-8da9-034b6529d77f,02a3c684-3b50-4f42-a42d-6290a9f5da8d,2kg,CHOCOCHIPS NEGRO,TRUE,101004,"{""trackQuantity"":true,""quantity"":0,""inStock"":false}","{""Peso"":""2kg""}",wix:image://v1/6138ec_bcb22b9b2b3c456094ea07edf19d02ae~mv2.jpg/file.jpg#originWidth=1000&originHeight=667,"[""45eb7623-0ab9-4c2f-bd06-fd2c42bb568d"",""feb8d643-31db-3942-946d-8900ac0476c9""]"
02f8ab64-5b6c-443c-ac58-c6c831ac3fea-00000000-0000-0001-0005-a5ddd1a1d30e,00000000-0000-0001-0005-a5ddd1a1d30e,02f8ab64-5b6c-443c-ac58-c6c831ac3fea,10mL,COLOR GEL CAFE CHOCOLATE,TRUE,7.50225E+12,"{""trackQuantity"":true,""quantity"":149,""inStock"":true}","{""Cantidad"":""10mL""}",wix:image://v1/6138ec_2808e074c05d48dcbdd36cc2fdf30c46~mv2.jpg/file.jpg#originWidth=900&originHeight=900,"[""67a7aab4-d0ca-4362-9748-78ac78df1b2e"",""51c00051-a98a-3d45-6779-08e27de0ff8e""]"
02f8ab64-5b6c-443c-ac58-c6c831ac3fea-de826903-f2f2-4477-bccb-3cd50c76a5f5,de826903-f2f2-4477-bccb-3cd50c76a5f5,02f8ab64-5b6c-443c-ac58-c6c831ac3fea,270mL,COLOR GEL CAFE CHOCOLATE,TRUE,7.50225E+12,"{""trackQuantity"":true,""quantity"":0,""inStock"":false}","{""Cantidad"":""270mL""}",wix:image://v1/6138ec_2808e074c05d48dcbdd36cc2fdf30c46~mv2.jpg/file.jpg#originWidth=900&originHeight=900,"[""67a7aab4-d0ca-4362-9748-78ac78df1b2e"",""51c00051-a98a-3d45-6779-08e27de0ff8e""]"
03f9e592-ff87-4189-ad67-a8dfa354d9f9-f1940b2c-e79d-4ca7-a507-dfea572c04fd,f1940b2c-e79d-4ca7-a507-dfea572c04fd,03f9e592-ff87-4189-ad67-a8dfa354d9f9,55ml,COLORANTE MANTECA CAFE,TRUE,7.50639E+12,"{""trackQuantity"":true,""quantity"":50,""inStock"":true}","{""Peso"":""55ml""}",wix:image://v1/6138ec_08755b52bb9e482ea23e301017e480fd~mv2.jpg/file.jpg#originWidth=900&originHeight=900,"[""64d0a124-1cf7-435c-ab23-e7be36efafae"",""51c00051-a98a-3d45-6779-08e27de0ff8e""]"
03f9e592-ff87-4189-ad67-a8dfa354d9f9-f53d4b8f-c0b5-4abd-9b62-86763e908fec,f53d4b8f-c0b5-4abd-9b62-86763e908fec,03f9e592-ff87-4189-ad67-a8dfa354d9f9,25ml,COLORANTE MANTECA CAFE,TRUE,7.50639E+12,"{""trackQuantity"":true,""quantity"":2,""inStock"":true}","{""Peso"":""25ml""}",wix:image://v1/6138ec_08755b52bb9e482ea23e301017e480fd~mv2.jpg/file.jpg#originWidth=900&originHeight=900,"[""64d0a124-1cf7-435c-ab23-e7be36efafae"",""51c00051-a98a-3d45-6779-08e27de0ff8e""]"
04c6debd-5ddc-423b-bcdf-9bfd82bc5b0e-00000000-0000-0001-0005-a5d8fca7ac49,00000000-0000-0001-0005-a5d8fca7ac49,04c6debd-5ddc-423b-bcdf-9bfd82bc5b0e,Pequeño,CORTADOR N. MIKEY,TRUE,820,"{""trackQuantity"":true,""quantity"":0,""inStock"":false}","{""Tamaño"":""Pequeño""}",wix:image://v1/6138ec_534826439ee345868c39d7f78c0fb42c~mv2.jpg/file.jpg#originWidth=900&originHeight=900,"[""0083cb0b-7906-4906-b4cc-2f5934f44312""]"
04c6debd-5ddc-423b-bcdf-9bfd82bc5b0e-00000000-0000-0002-0005-a5d8fca7ac49,00000000-0000-0002-0005-a5d8fca7ac49,04c6debd-5ddc-423b-bcdf-9bfd82bc5b0e,Grande,CORTADOR N. MIKEY,TRUE,139,"{""trackQuantity"":true,""quantity"":23,""inStock"":true}","{""Tamaño"":""Grande""}",wix:image://v1/6138ec_534826439ee345868c39d7f78c0fb42c~mv2.jpg/file.jpg#originWidth=900&originHeight=900,"[""0083cb0b-7906-4906-b4cc-2f5934f44312""]"
052cf3f3-bb23-4def-a86b-56debd9feb32-00000000-0000-0001-0005-a5d9af6e03ad,00000000-0000-0001-0005-a5d9af6e03ad,052cf3f3-bb23-4def-a86b-56debd9feb32,50g,GRAGEA MEDIANA NEGRA,TRUE,10432,"{""trackQuantity"":true,""quantity"":3,""inStock"":true}","{""Peso"":""50g""}",wix:image://v1/6138ec_cadd7358fa504758ab670a4a4859a355~mv2.jpg/file.jpg#originWidth=900&originHeight=900,"[""6c8101b2-0ce9-4c9c-8d62-c5016f92f107""]"
052cf3f3-bb23-4def-a86b-56debd9feb32-00000000-0000-0002-0005-a5d9af6e03ad,00000000-0000-0002-0005-a5d9af6e03ad,052cf3f3-bb23-4def-a86b-56debd9feb32,250g,GRAGEA MEDIANA NEGRA,TRUE,119208,"{""trackQuantity"":true,""quantity"":23,""inStock"":true}","{""Peso"":""250g""}",wix:image://v1/6138ec_cadd7358fa504758ab670a4a4859a355~mv2.jpg/file.jpg#originWidth=900&originHeight=900,"[""6c8101b2-0ce9-4c9c-8d62-c5016f92f107""]"
058694ff-8375-4e2c-8755-76ae6e2eecaa-a480f15d-6b25-4cde-b85e-b0a77268de96,a480f15d-6b25-4cde-b85e-b0a77268de96,058694ff-8375-4e2c-8755-76ae6e2eecaa,800g,GRAGEA DIAMANTADA #5 COBRE,TRUE,7.50639E+12,"{""trackQuantity"":true,""quantity"":16,""inStock"":true}","{""Peso"":""800g""}",wix:image://v1/ec5950_4cc734a95dc140d283a1aa62da16acfc~mv2.jpg/file.jpg#originWidth=2938&originHeight=3917,"[""6c8101b2-0ce9-4c9c-8d62-c5016f92f107""]"
058694ff-8375-4e2c-8755-76ae6e2eecaa-fbb20e04-cc22-4b47-a3d9-6ffc9fddb452,fbb20e04-cc22-4b47-a3d9-6ffc9fddb452,058694ff-8375-4e2c-8755-76ae6e2eecaa,50g,GRAGEA DIAMANTADA #5 COBRE,TRUE,119248,"{""trackQuantity"":true,""quantity"":9,""inStock"":true}","{""Peso"":""50g""}",wix:image://v1/ec5950_4cc734a95dc140d283a1aa62da16acfc~mv2.jpg/file.jpg#originWidth=2938&originHeight=3917,"[""6c8101b2-0ce9-4c9c-8d62-c5016f92f107""]"
0722dcf9-4974-4d1b-aa7c-0080fc06713a-00000000-0000-0001-0005-a5d9af6e04a5,00000000-0000-0001-0005-a5d9af6e04a5,0722dcf9-4974-4d1b-aa7c-0080fc06713a,185g,GRAGEA FINA VERDE,TRUE,1000773,"{""trackQuantity"":true,""quantity"":1,""inStock"":true}","{""Peso"":""185g""}",wix:image://v1/6138ec_4f8068e8363f4bb4bb02455d722f74a3~mv2.jpg/file.jpg#originWidth=900&originHeight=900,"[""de8fa3a0-8df1-4dff-854c-a0d2ebfbd2b5""]"
0722dcf9-4974-4d1b-aa7c-0080fc06713a-00000000-0000-0002-0005-a5d9af6e04a5,00000000-0000-0002-0005-a5d9af6e04a5,0722dcf9-4974-4d1b-aa7c-0080fc06713a,370g,GRAGEA FINA VERDE,TRUE,119222,"{""trackQuantity"":true,""quantity"":4,""inStock"":true}","{""Peso"":""370g""}",wix:image://v1/6138ec_4f8068e8363f4bb4bb02455d722f74a3~mv2.jpg/file.jpg#originWidth=900&originHeight=900,"[""de8fa3a0-8df1-4dff-854c-a0d2ebfbd2b5""]"
07e28a70-0073-4268-bee6-ef01bedabf8a-00000000-0000-0001-0005-aef8357fbe80,00000000-0000-0001-0005-aef8357fbe80,07e28a70-0073-4268-bee6-ef01bedabf8a,Blanco,PERLADO 250g,TRUE,150080,"{""trackQuantity"":true,""quantity"":196,""inStock"":true}","{""Color"":""Blanco""}",wix:image://v1/f87be6_9aa36616c1364dccb12644d9d5b4a78e~mv2.jpg/file.jpg#originWidth=516&originHeight=516,"[""ad697cf2-e52d-417a-b3b7-5390914980c9""]"
07e28a70-0073-4268-bee6-ef01bedabf8a-00000000-0000-0002-0005-aef8357fbe80,00000000-0000-0002-0005-aef8357fbe80,07e28a70-0073-4268-bee6-ef01bedabf8a,Bronce,PERLADO 250g,TRUE,142596,"{""trackQuantity"":true,""quantity"":7,""inStock"":true}","{""Color"":""Bronce""}",wix:image://v1/f87be6_9aa36616c1364dccb12644d9d5b4a78e~mv2.jpg/file.jpg#originWidth=516&originHeight=516,"[""ad697cf2-e52d-417a-b3b7-5390914980c9""]"
07e28a70-0073-4268-bee6-ef01bedabf8a-00000000-0000-0003-0005-aef8357fbe80,00000000-0000-0003-0005-aef8357fbe80,07e28a70-0073-4268-bee6-ef01bedabf8a,Celeste,PERLADO 250g,TRUE,142597,"{""trackQuantity"":true,""quantity"":0,""inStock"":false}","{""Color"":""Celeste""}",wix:image://v1/f87be6_9aa36616c1364dccb12644d9d5b4a78e~mv2.jpg/file.jpg#originWidth=516&originHeight=516,"[""ad697cf2-e52d-417a-b3b7-5390914980c9""]"
07e28a70-0073-4268-bee6-ef01bedabf8a-00000000-0000-0004-0005-aef8357fbe80,00000000-0000-0004-0005-aef8357fbe80,07e28a70-0073-4268-bee6-ef01bedabf8a,Dorado,PERLADO 250g,TRUE,150082,"{""trackQuantity"":true,""quantity"":66,""inStock"":true}","{""Color"":""Dorado""}",wix:image://v1/f87be6_9aa36616c1364dccb12644d9d5b4a78e~mv2.jpg/file.jpg#originWidth=516&originHeight=516,"[""ad697cf2-e52d-417a-b3b7-5390914980c9""]"
07e28a70-0073-4268-bee6-ef01bedabf8a-00000000-0000-0005-0005-aef8357fbe80,00000000-0000-0005-0005-aef8357fbe80,07e28a70-0073-4268-bee6-ef01bedabf8a,Dorado amarillo,PERLADO 250g,TRUE,150093,"{""trackQuantity"":true,""quantity"":0,""inStock"":false}","{""Color"":""Dorado amarillo""}",wix:image://v1/f87be6_9aa36616c1364dccb12644d9d5b4a78e~mv2.jpg/file.jpg#originWidth=516&originHeight=516,"[""ad697cf2-e52d-417a-b3b7-5390914980c9""]"
07e28a70-0073-4268-bee6-ef01bedabf8a-00000000-0000-0006-0005-aef8357fbe80,00000000-0000-0006-0005-aef8357fbe80,07e28a70-0073-4268-bee6-ef01bedabf8a,Dorado tornasol,PERLADO 250g,TRUE,150094,"{""trackQuantity"":true,""quantity"":0,""inStock"":false}","{""Color"":""Dorado tornasol""}",wix:image://v1/f87be6_9aa36616c1364dccb12644d9d5b4a78e~mv2.jpg/file.jpg#originWidth=516&originHeight=516,"[""ad697cf2-e52d-417a-b3b7-5390914980c9""]"
07e28a70-0073-4268-bee6-ef01bedabf8a-00000000-0000-0007-0005-aef8357fbe80,00000000-0000-0007-0005-aef8357fbe80,07e28a70-0073-4268-bee6-ef01bedabf8a,Dorado viejo,PERLADO 250g,TRUE,150063,"{""trackQuantity"":true,""quantity"":120,""inStock"":true}","{""Color"":""Dorado viejo""}",wix:image://v1/f87be6_9aa36616c1364dccb12644d9d5b4a78e~mv2.jpg/file.jpg#originWidth=516&originHeight=516,"[""ad697cf2-e52d-417a-b3b7-5390914980c9""]"
07e28a70-0073-4268-bee6-ef01bedabf8a-00000000-0000-0008-0005-aef8357fbe80,00000000-0000-0008-0005-aef8357fbe80,07e28a70-0073-4268-bee6-ef01bedabf8a,Fucsia,PERLADO 250g,TRUE,150096,"{""trackQuantity"":true,""quantity"":0,""inStock"":false}","{""Color"":""Fucsia""}",wix:image://v1/f87be6_9aa36616c1364dccb12644d9d5b4a78e~mv2.jpg/file.jpg#originWidth=516&originHeight=516,"[""ad697cf2-e52d-417a-b3b7-5390914980c9""]"
07e28a70-0073-4268-bee6-ef01bedabf8a-00000000-0000-0009-0005-aef8357fbe80,00000000-0000-0009-0005-aef8357fbe80,07e28a70-0073-4268-bee6-ef01bedabf8a,Negro,PERLADO 250g,TRUE,150097,"{""trackQuantity"":true,""quantity"":0,""inStock"":false}","{""Color"":""Negro""}",wix:image://v1/f87be6_9aa36616c1364dccb12644d9d5b4a78e~mv2.jpg/file.jpg#originWidth=516&originHeight=516,"[""ad697cf2-e52d-417a-b3b7-5390914980c9""]"
07e28a70-0073-4268-bee6-ef01bedabf8a-00000000-0000-000a-0005-aef8357fbe80,00000000-0000-000a-0005-aef8357fbe80,07e28a70-0073-4268-bee6-ef01bedabf8a,Plateado,PERLADO 250g,TRUE,150078,"{""trackQuantity"":true,""quantity"":209,""inStock"":true}","{""Color"":""Plateado""}",wix:image://v1/f87be6_9aa36616c1364dccb12644d9d5b4a78e~mv2.jpg/file.jpg#originWidth=516&originHeight=516,"[""ad697cf2-e52d-417a-b3b7-5390914980c9""]"
07e28a70-0073-4268-bee6-ef01bedabf8a-00000000-0000-000b-0005-aef8357fbe80,00000000-0000-000b-0005-aef8357fbe80,07e28a70-0073-4268-bee6-ef01bedabf8a,Rojo,PERLADO 250g,TRUE,150064,"{""trackQuantity"":true,""quantity"":30,""inStock"":true}","{""Color"":""Rojo""}",wix:image://v1/f87be6_9aa36616c1364dccb12644d9d5b4a78e~mv2.jpg/file.jpg#originWidth=516&originHeight=516,"[""ad697cf2-e52d-417a-b3b7-5390914980c9""]"
07e28a70-0073-4268-bee6-ef01bedabf8a-00000000-0000-000c-0005-aef8357fbe80,00000000-0000-000c-0005-aef8357fbe80,07e28a70-0073-4268-bee6-ef01bedabf8a,Rosado,PERLADO 250g,TRUE,150048,"{""trackQuantity"":true,""quantity"":0,""inStock"":false}","{""Color"":""Rosado""}",wix:image://v1/f87be6_9aa36616c1364dccb12644d9d5b4a78e~mv2.jpg/file.jpg#originWidth=516&originHeight=516,"[""ad697cf2-e52d-417a-b3b7-5390914980c9""]"
07e28a70-0073-4268-bee6-ef01bedabf8a-00000000-0000-000d-0005-aef8357fbe80,00000000-0000-000d-0005-aef8357fbe80,07e28a70-0073-4268-bee6-ef01bedabf8a,Verde,PERLADO 250g,TRUE,150066,"{""trackQuantity"":true,""quantity"":104,""inStock"":true}","{""Color"":""Verde""}",wix:image://v1/f87be6_9aa36616c1364dccb12644d9d5b4a78e~mv2.jpg/file.jpg#originWidth=516&originHeight=516,"[""ad697cf2-e52d-417a-b3b7-5390914980c9""]"
07e28a70-0073-4268-bee6-ef01bedabf8a-00000000-0000-000e-0005-aef8357fbe80,00000000-0000-000e-0005-aef8357fbe80,07e28a70-0073-4268-bee6-ef01bedabf8a,Amarillo,PERLADO 250g,TRUE,150072,"{""trackQuantity"":true,""quantity"":123,""inStock"":true}","{""Color"":""Amarillo""}",wix:image://v1/f87be6_9aa36616c1364dccb12644d9d5b4a78e~mv2.jpg/file.jpg#originWidth=516&originHeight=516,"[""ad697cf2-e52d-417a-b3b7-5390914980c9""]"
07e28a70-0073-4268-bee6-ef01bedabf8a-91e34369-9e6d-4885-9436-a0e297993f47,91e34369-9e6d-4885-9436-a0e297993f47,07e28a70-0073-4268-bee6-ef01bedabf8a,Verde limón,PERLADO 250g,TRUE,150067,"{""trackQuantity"":true,""quantity"":22,""inStock"":true}","{""Color"":""Verde limón""}",wix:image://v1/f87be6_9aa36616c1364dccb12644d9d5b4a78e~mv2.jpg/file.jpg#originWidth=516&originHeight=516,"[""ad697cf2-e52d-417a-b3b7-5390914980c9""]"
07e28a70-0073-4268-bee6-ef01bedabf8a-c9d74be9-eee2-4b3f-9682-ad0f89cc3f44,c9d74be9-eee2-4b3f-9682-ad0f89cc3f44,07e28a70-0073-4268-bee6-ef01bedabf8a,Azul,PERLADO 250g,TRUE,142594,"{""trackQuantity"":true,""quantity"":132,""inStock"":true}","{""Color"":""Azul""}",wix:image://v1/f87be6_9aa36616c1364dccb12644d9d5b4a78e~mv2.jpg/file.jpg#originWidth=516&originHeight=516,"[""ad697cf2-e52d-417a-b3b7-5390914980c9""]"
07e28a70-0073-4268-bee6-ef01bedabf8a-fd7d48b0-f8d8-40b8-87ff-4c480390f6cc,fd7d48b0-f8d8-40b8-87ff-4c480390f6cc,07e28a70-0073-4268-bee6-ef01bedabf8a,oro,PERLADO 250g,TRUE,150075,"{""trackQuantity"":true,""quantity"":202,""inStock"":true}","{""Color"":""oro""}",wix:image://v1/f87be6_9aa36616c1364dccb12644d9d5b4a78e~mv2.jpg/file.jpg#originWidth=516&originHeight=516,"[""ad697cf2-e52d-417a-b3b7-5390914980c9""]"
08a4a05e-28eb-4caa-9094-f316e4064476-00000000-0000-0001-0005-a5d9af6e04b6,00000000-0000-0001-0005-a5d9af6e04b6,08a4a05e-28eb-4caa-9094-f316e4064476,185g,GRAGEA FINA TURQUEZA,TRUE,1000781,"{""trackQuantity"":true,""quantity"":1,""inStock"":true}","{""Peso"":""185g""}",wix:image://v1/6138ec_c6d468fc3b7f4fcfb10de0fa946089a3~mv2.jpg/file.jpg#originWidth=900&originHeight=900,"[""de8fa3a0-8df1-4dff-854c-a0d2ebfbd2b5""]"
08a4a05e-28eb-4caa-9094-f316e4064476-00000000-0000-0002-0005-a5d9af6e04b6,00000000-0000-0002-0005-a5d9af6e04b6,08a4a05e-28eb-4caa-9094-f316e4064476,370g,GRAGEA FINA TURQUEZA,TRUE,119220,"{""trackQuantity"":true,""quantity"":16,""inStock"":true}","{""Peso"":""370g""}",wix:image://v1/6138ec_c6d468fc3b7f4fcfb10de0fa946089a3~mv2.jpg/file.jpg#originWidth=900&originHeight=900,"[""de8fa3a0-8df1-4dff-854c-a0d2ebfbd2b5""]"
08e095a5-287a-4be3-a698-002e414eca09-00000000-0000-0001-0005-a6042294ee90,00000000-0000-0001-0005-a6042294ee90,08e095a5-287a-4be3-a698-002e414eca09,500g,MARVA AMARILLA,TRUE,68,"{""trackQuantity"":false,""quantity"":0,""inStock"":true}","{""Peso"":""500g""}",wix:image://v1/6138ec_182a8c8746b3475ea38363bf5baee494~mv2.jpg/file.jpg#originWidth=258&originHeight=195,"[""d58f51cf-1fee-4b28-b438-85b44ed2a47b"",""feb8d643-31db-3942-946d-8900ac0476c9""]"
08e095a5-287a-4be3-a698-002e414eca09-00000000-0000-0002-0005-a6042294ee90,00000000-0000-0002-0005-a6042294ee90,08e095a5-287a-4be3-a698-002e414eca09,5kg,MARVA AMARILLA,TRUE,10917,"{""trackQuantity"":false,""quantity"":0,""inStock"":true}","{""Peso"":""5kg""}",wix:image://v1/6138ec_182a8c8746b3475ea38363bf5baee494~mv2.jpg/file.jpg#originWidth=258&originHeight=195,"[""d58f51cf-1fee-4b28-b438-85b44ed2a47b"",""feb8d643-31db-3942-946d-8900ac0476c9""]"
09663665-04dc-40f6-a525-18e51af44a00-0a2cf78a-a2d5-4dea-86c9-5628f79e8107,0a2cf78a-a2d5-4dea-86c9-5628f79e8107,09663665-04dc-40f6-a525-18e51af44a00,250g,DIAMANTINA DORADA,TRUE,150103,"{""trackQuantity"":true,""quantity"":55,""inStock"":true}","{""Peso"":""250g""}",wix:image://v1/ec5950_24309e1d427045898daaafabbc6963c1~mv2.jpeg/file.jpg#originWidth=1279&originHeight=1280,"[""ad697cf2-e52d-417a-b3b7-5390914980c9""]"
09663665-04dc-40f6-a525-18e51af44a00-77f58a02-3ac5-4e41-a0be-0bd30c20862a,77f58a02-3ac5-4e41-a0be-0bd30c20862a,09663665-04dc-40f6-a525-18e51af44a00,10g,DIAMANTINA DORADA,TRUE,1000770,"{""trackQuantity"":true,""quantity"":40,""inStock"":true}","{""Peso"":""10g""}",wix:image://v1/ec5950_24309e1d427045898daaafabbc6963c1~mv2.jpeg/file.jpg#originWidth=1279&originHeight=1280,"[""ad697cf2-e52d-417a-b3b7-5390914980c9""]"
0a3059ce-e61b-42fd-a28d-8e47d3b6c03b-00000000-0000-0001-0005-a5ffd1f46362,00000000-0000-0001-0005-a5ffd1f46362,0a3059ce-e61b-42fd-a28d-8e47d3b6c03b,Ciento,PIRUTIN #1 PEQUEÑO #15 BLANCO,TRUE,1601477,"{""trackQuantity"":true,""quantity"":0,""inStock"":false}","{""Cantidad"":""Ciento""}",wix:image://v1/ec5950_7dfa4ecc2595443eb1bb4313e4031be4~mv2.jpg/file.jpg#originWidth=4032&originHeight=3024,"[""5a552f08-fdde-447f-878d-25b91d1be9f8""]"
0a3059ce-e61b-42fd-a28d-8e47d3b6c03b-00000000-0000-0002-0005-a5ffd1f46362,00000000-0000-0002-0005-a5ffd1f46362,0a3059ce-e61b-42fd-a28d-8e47d3b6c03b,Millar,PIRUTIN #1 PEQUEÑO #15 BLANCO,TRUE,111254,"{""trackQuantity"":true,""quantity"":0,""inStock"":false}","{""Cantidad"":""Millar""}",wix:image://v1/ec5950_7dfa4ecc2595443eb1bb4313e4031be4~mv2.jpg/file.jpg#originWidth=4032&originHeight=3024,"[""5a552f08-fdde-447f-878d-25b91d1be9f8""]"
0a3eadc3-931f-4687-b46d-dabb68d502c0-00000000-0000-0001-0005-a5ffd1b4da09,00000000-0000-0001-0005-a5ffd1b4da09,0a3eadc3-931f-4687-b46d-dabb68d502c0,Ciento,PIRUTIN GRANDE #7 VERDE LIMON,TRUE,1601449,"{""trackQuantity"":true,""quantity"":26,""inStock"":true}","{""Cantidad"":""Ciento""}",wix:image://v1/6138ec_cae95307910c47d9a138c858c34856f1~mv2.jpg/file.jpg#originWidth=900&originHeight=900,"[""9611d26e-18d2-4e69-9c34-f9367eb0ab63""]"
0a3eadc3-931f-4687-b46d-dabb68d502c0-00000000-0000-0002-0005-a5ffd1b4da09,00000000-0000-0002-0005-a5ffd1b4da09,0a3eadc3-931f-4687-b46d-dabb68d502c0,Millar,PIRUTIN GRANDE #7 VERDE LIMON,TRUE,111222,"{""trackQuantity"":true,""quantity"":0,""inStock"":false}","{""Cantidad"":""Millar""}",wix:image://v1/6138ec_cae95307910c47d9a138c858c34856f1~mv2.jpg/file.jpg#originWidth=900&originHeight=900,"[""9611d26e-18d2-4e69-9c34-f9367eb0ab63""]"
0a73625f-0007-4004-82fc-679f96e65366-dad85a39-70f2-41e3-8746-d221a3f55018,dad85a39-70f2-41e3-8746-d221a3f55018,0a73625f-0007-4004-82fc-679f96e65366,250g,DIAMANTINA CAFE,TRUE,300503,"{""trackQuantity"":true,""quantity"":0,""inStock"":false}","{""Peso"":""250g""}",wix:image://v1/6138ec_8fd9501c9265400d80291dbd31ff7b9e~mv2.jpg/file.jpg#originWidth=504&originHeight=500,"[""ad697cf2-e52d-417a-b3b7-5390914980c9""]"
0a73625f-0007-4004-82fc-679f96e65366-f453c0c6-e3da-4d06-93f4-784c7c5a70f4,f453c0c6-e3da-4d06-93f4-784c7c5a70f4,0a73625f-0007-4004-82fc-679f96e65366,10g,DIAMANTINA CAFE,TRUE,10560,"{""trackQuantity"":true,""quantity"":334,""inStock"":true}","{""Peso"":""10g""}",wix:image://v1/6138ec_8fd9501c9265400d80291dbd31ff7b9e~mv2.jpg/file.jpg#originWidth=504&originHeight=500,"[""ad697cf2-e52d-417a-b3b7-5390914980c9""]"
0b972271-7dd4-40ba-8aa2-dcb4fd0f06d3-00000000-0000-0001-0005-ac28bfd4197a,00000000-0000-0001-0005-ac28bfd4197a,0b972271-7dd4-40ba-8aa2-dcb4fd0f06d3,10kg,PASAS,TRUE,114023,"{""trackQuantity"":true,""quantity"":17,""inStock"":true}","{""Peso"":""10kg""}",wix:image://v1/6138ec_b46d8f049c354078a3192e4e0f2ecdf1~mv2.jpg/file.jpg#originWidth=460&originHeight=360,"[""c5c8fd0c-e430-4d49-9fee-b8ec24ac3ce3"",""feb8d643-31db-3942-946d-8900ac0476c9""]"
